Label ID;date;site_name ;City;Site_type ;Location_in_network;Collector_type;
MTL_8_1_cpTP24h_rawWW_05-15-2021_2-1658762_S318_L002;2021-05-15;8.1-MtlNord-Est;Montreal;Residential;Montreal Nord;Composite;
MTL_8_1_cpTP24h_rawWW_05-17-2021_2-1658764_S320_L002;2021-05-17;8.1-MtlNord-Est;Montreal;Residential;Montreal Nord;Composite;
MTL_8_1_PS_Filter_05-12-2021_2-1658786_S342_L002;2021-05-12;8.1-MtlNord-Est;Montreal;Residential;Montreal Nord;Passive_Filter;
MTL_8_2_cpTP24h_rawWW_05-08-2021_2-1658692_S298_L002;2021-05-08;8.2-MtlNord-Est;Montreal;Residential;Montreal Nord;Composite;
MTL_8_2_cpTP24h_rawWW_05-09-2021_2-1658775_S331_L002;2021-05-09;8.2-MtlNord-Est;Montreal;Residential;Montreal Nord;Composite;
MTL_8_2_cpTP24h_rawWW_05-10-2021_2-1658777_S333_L002;2021-05-10;8.2-MtlNord-Est;Montreal;Residential;Montreal Nord;Composite;
MTL_8_2_cpTP24h_rawWW_05-12-2021_2-1658783_S339_L002;2021-05-12;8.2-MtlNord-Est;Montreal;Residential;Montreal Nord;Composite;
MTL_8_2_cpTP24h_rawWW_05-13-2021_2-1658789_S345_L002;2021-05-13;8.2-MtlNord-Est;Montreal;Residential;Montreal Nord;Composite;
MTL_8_2_PS_Filter_05-10-2021_2-1658774_S330_L002;2021-05-10;8.2-MtlNord-Est;Montreal;Residential;Montreal Nord;Passive_Filter;
MTL_8_2_PS_Filter_05-13-2021_2-1658790_S346_L002;2021-05-13;8.2-MtlNord-Est;Montreal;Residential;Montreal Nord;Passive_Filter;
QC_01_cpFP24h_rawWW_05-05-2021_2-1658467_S173_L002;2021-05-05;01-Int_East;Quebec;Interceptor;Fin de Reseau;Composite;
QC_01_cpFP24h_rawWW_06-05-2021_2-1658471_S177_L002;2021-05-06;01-Int_East;Quebec;Interceptor;Fin de Reseau;Composite;
QC_01_cpTP24h_rawWW_03-05-2021_2-1658463_S169_L002;2021-05-03;01-Int_East;Quebec;Interceptor;Fin de Reseau;Composite;
QC_02_cpFP24h_rawWW_05-05-2021_2-1658468_S174_L002;2021-05-05;02-Int_West;Quebec;Interceptor;Fin de Reseau;Composite;
QC_02_cpFP24h_rawWW_09-05-2021_2-1658475_S181_L002;2021-05-09;02-Int_West;Quebec;Interceptor;Fin de Reseau;Composite;
QC_02_cpFP24h_rawWW_30-05-2021_2-1658483_S189_L002;2021-05-30;02-Int_West;Quebec;Interceptor;Fin de Reseau;Composite;
QC_02_cpTP24h_rawWW_03-05-2021_2-1658464_S170_L002;2021-05-03;02-Int_West;Quebec;Interceptor;Fin de Reseau;Composite;
QC_03_3_PS24h_Filter_18-05-2021_2-1658478_S184_L002;2021-05-18;03.2-CHSLD_Charlesbourg_FirstManhole;Quebec;CHSLD;FirstManhole;Passive_Filter;
QC_04_grb_rawWW_03-05-2021_2-1658465_S171_L002;2021-05-03;04-Beauport_Charlesbourg;Quebec;Residential;Beauport_Charlesbourg;Grab;
QC_04_grb_rawWW_05-05-2021_2-1658469_S175_L002;2021-05-05;04-Beauport_Charlesbourg;Quebec;Residential;Beauport_Charlesbourg;Grab;
QC_04_grb_rawWW_06-05-2021_2-1658472_S178_L002;2021-05-06;04-Beauport_Charlesbourg;Quebec;Residential;Beauport_Charlesbourg;Grab;
QC_04_grb_rawWW_09-05-2021_2-1658476_S182_L002;2021-05-09;04-Beauport_Charlesbourg;Quebec;Residential;Beauport_Charlesbourg;Grab;
QC_05_grb_rawWW_03-05-2021_2-1658466_S172_L002;2021-05-03;05-Maizerets;Quebec;Residential;Maizerets;Grab;
QC_05_grb_rawWW_05-05-2021_2-1658470_S176_L002;2021-05-05;05-Maizerets;Quebec;Residential;Maizerets;Grab;
QC_05_grb_rawWW_06-05-2021_2-1658473_S179_L002;2021-05-06;05-Maizerets;Quebec;Residential;Maizerets;Grab;
QC_05_grb_rawWW_14-05-2021_2-1658477_S183_L002;2021-05-14;05-Maizerets;Quebec;Residential;Maizerets;Grab;
QC_06_1_PS24h_Filter_21-05-2021_2-1658480_S186_L002;2021-05-21;;Quebec;;;Passive_Filter;
QC_06_1_PS24h_Filter_24-05-2021_2-1658481_S187_L002;2021-05-24;;Quebec;;;Passive_Filter;
QC_06_1_PS24h_Filter_25-05-2021_2-1658482_S188_L002;2021-05-25;;Quebec;;;Passive_Filter;
QC_07_1_PS24h_Filter_19-05-2021_2-1658479_S185_L002;2021-05-19;;Quebec;;;Passive_Filter;
QC_07_1_PS72h_Gauze_10-05-2021_2-1658474_S180_L002;2021-05-10;;Quebec;;;;
QC_13_grb_rawWW_03-06-2021_2-1658484_S190_L002;2021-06-03;;Quebec;;;Grab;
QC_13_grb_rawWW_04-06-2021_2-1658486_S192_L002;2021-06-04;;Quebec;;;Grab;
QC_15_grb_rawWW_03-06-2021_2-1658485_S191_L002;2021-06-06;;Quebec;;;Grab;
