Label ID;date;site_name ;City;Site_type ;Location_in_network;Collector_type;
OTT-WW-N-19_2-1338601_S53_L002;;;;;;;
OTT-WW-N-20_2-1338602_S54_L002;;;;;;;
OTT-WW-N-21_2-1338603_S55_L002;;;;;;;
OTT-WW-N-22_2-1338604_S56_L002;;;;;;;
OTT-WW-N-23_2-1338605_S57_L002;;;;;;;
OTT-WW-N-24_2-1338606_S58_L002;;;;;;;
OTT-WW-N-25_2-1338607_S59_L002;;;;;;;
OTT-WW-N-26_2-1338608_S60_L002;;;;;;;
OTT-WW-N-27_2-1338609_S61_L002;;;;;;;
OTT-WW-N-28_2-1338610_S62_L002;;;;;;;
OTT-WW-N-29_2-1338611_S63_L002;;;;;;;
OTT-WW-N-30_2-1338612_S64_L002;;;;;;;
OTT-WW-N-31_2-1338613_S65_L002;;;;;;;
OTT-WW-N-32_2-1338614_S66_L002;;;;;;;
OTT-WW-N-8_2-1338540_S42_L002;;;;;;;
OTT-WW-N-9_2-1338541_S43_L002;;;;;;;
PosCtrl_AccucDNA_SARS_WWPMO_003_2-1339435_S288_L002;;;;;;;
PosCtrl_AccucDNA_SARS_WWPMO_004_2-1350711_S289_L002;;;;;;;
PosCtrl_AccucDNA_SARS_WWPMO_006_2-1516261_S1_L002;;;;;;;
PosCtrl_AccucDNA_SARS_WWPMO_008_2-1516653_S193_L002;;;;;;;
PosCtrl_AccucDNA_Wastewater002_2-1339236_S192_L002;;;;;;;
PosCtrl_AccuRNA_SARS_WWPMO_003_2-1339434_S287_L002;;;;;;;
PosCtrl_AccuRNA_SARS_WWPMO_004_2-1350714_S292_L002;;;;;;;
PosCtrl_AccuRNA_SARS_WWPMO_006_2-1516264_S4_L002;;;;;;;
PosCtrl_LSPQ_SARS_WWPMO_003_2-1339433_S286_L002;;;;;;;
PosCtrl_LSPQ_SARS_WWPMO_004_2-1350713_S291_L002;;;;;;;
PosCtrl_LSPQ_SARS_WWPMO_006_2-1516263_S3_L002;;;;;;;
PosCtrl_LSPQ_SARS_WWPMO_008_2-1516655_S195_L002;;;;;;;
PosCtrl_LSPQ_WasteWater002_2-1339235_S191_L002;;;;;;;
QC_01_cpTP24h_rawWW_15-04-2021_2-1350906_S384_L002;15-04-2021;01-Int_East;Quebec;Interceptor;Fin de Reseau;Composite;
QC_01_cpTP24h_rawWW_16-04-2021_2-1350850_S378_L002;16-04-2021;01-Int_East;Quebec;Interceptor;Fin de Reseau;Composite;
QC_01_cpTP24h_rawWW_17-04-2021_2-1350846_S374_L002;17-04-2021;01-Int_East;Quebec;Interceptor;Fin de Reseau;Composite;
QC_01_cpTP24h_rawWW_18-04-2021_2-1350842_S370_L002;18-04-2021;01-Int_East;Quebec;Interceptor;Fin de Reseau;Composite;
QC_01_cpTP24h_rawWW_19-04-2021_2-1350838_S366_L002;19-04-2021;01-Int_East;Quebec;Interceptor;Fin de Reseau;Composite;
QC_01_cpTP24h_rawWW_2021-04-20_2-1516566_S156_L002;2021-04-20;01-Int_East;Quebec;Interceptor;Fin de Reseau;Composite;
QC_01_cpTP24h_rawWW_2021-04-21_2-1516569_S159_L002;2021-04-21;01-Int_East;Quebec;Interceptor;Fin de Reseau;Composite;
QC_01_cpTP24h_rawWW_2021-04-22_2-1516573_S163_L002;2021-04-22;01-Int_East;Quebec;Interceptor;Fin de Reseau;Composite;
QC_01_cpTP24h_rawWW_2021-04-23_2-1516578_S168_L002;2021-04-23;01-Int_East;Quebec;Interceptor;Fin de Reseau;Composite;
QC_01_cpTP24h_rawWW_2021-04-23_2-1516582_S172_L002;2021-04-23;01-Int_East;Quebec;Interceptor;Fin de Reseau;Composite;
QC_01_cpTP24h_rawWW_2021-04-23_2-1516586_S176_L002;2021-04-23;01-Int_East;Quebec;Interceptor;Fin de Reseau;Composite;
QC_01_cpTP24h_rawWW_2021-04-26_2-1516590_S180_L002;2021-04-26;01-Int_East;Quebec;Interceptor;Fin de Reseau;Composite;
QC_01_cpTP24h_rawWW_2021-04-27_2-1516594_S184_L002;2021-04-27;01-Int_East;Quebec;Interceptor;Fin de Reseau;Composite;
QC_01_cpTP24h_rawWW_2021-04-28_2-1516598_S188_L002;2021-04-28;01-Int_East;Quebec;Interceptor;Fin de Reseau;Composite;
QC_01_cpTP24h_rawWW_2021-04-29_2-1516652_S192_L002;2021-04-29;01-Int_East;Quebec;Interceptor;Fin de Reseau;Composite;
QC_01_cpTP24h_rawWW_2021-04-30_2-1516790_S280_L002;2021-04-30;01-Int_East;Quebec;Interceptor;Fin de Reseau;Composite;
QC_01_cpTP24h_rawWW_2021-05-01_2-1516793_S283_L002;2021-05-01;01-Int_East;Quebec;Interceptor;Fin de Reseau;Composite;
QC_01_cpTP24h_rawWW_2021-05-02_2-1516795_S285_L002;2021-05-02;01-Int_East;Quebec;Interceptor;Fin de Reseau;Composite;
QC_02_cpTP24h_rawWW_15-04-2021_2-1350905_S383_L002;15-04-2021;02-Int_West;Quebec;Interceptor;Fin de Reseau;Composite;
QC_02_cpTP24h_rawWW_16-04-2021_2-1350849_S377_L002;16-04-2021;02-Int_West;Quebec;Interceptor;Fin de Reseau;Composite;
QC_02_cpTP24h_rawWW_17-04-2021_2-1350845_S373_L002;17-04-2021;02-Int_West;Quebec;Interceptor;Fin de Reseau;Composite;
QC_02_cpTP24h_rawWW_18-04-2021_2-1350841_S369_L002;18-04-2021;02-Int_West;Quebec;Interceptor;Fin de Reseau;Composite;
QC_02_cpTP24h_rawWW_19-04-2021_2-1350837_S365_L002;19-04-2021;02-Int_West;Quebec;Interceptor;Fin de Reseau;Composite;
QC_02_cpTP24h_rawWW_2021-04-20_2-1516567_S157_L002;2021-04-20;02-Int_West;Quebec;Interceptor;Fin de Reseau;Composite;
QC_02_cpTP24h_rawWW_2021-04-21_2-1516570_S160_L002;2021-04-21;02-Int_West;Quebec;Interceptor;Fin de Reseau;Composite;
QC_02_cpTP24h_rawWW_2021-04-22_2-1516574_S164_L002;2021-04-22;02-Int_West;Quebec;Interceptor;Fin de Reseau;Composite;
QC_02_cpTP24h_rawWW_2021-04-23_2-1516579_S169_L002;2021-04-23;02-Int_West;Quebec;Interceptor;Fin de Reseau;Composite;
QC_02_cpTP24h_rawWW_2021-04-23_2-1516583_S173_L002;2021-04-23;02-Int_West;Quebec;Interceptor;Fin de Reseau;Composite;
QC_02_cpTP24h_rawWW_2021-04-23_2-1516587_S177_L002;2021-04-23;02-Int_West;Quebec;Interceptor;Fin de Reseau;Composite;
QC_02_cpTP24h_rawWW_2021-04-26_2-1516591_S181_L002;2021-04-26;02-Int_West;Quebec;Interceptor;Fin de Reseau;Composite;
QC_02_cpTP24h_rawWW_2021-04-27_2-1516595_S185_L002;2021-04-27;02-Int_West;Quebec;Interceptor;Fin de Reseau;Composite;
QC_02_cpTP24h_rawWW_2021-04-28_2-1516599_S189_L002;2021-04-28;02-Int_West;Quebec;Interceptor;Fin de Reseau;Composite;
QC_02_cpTP24h_rawWW_2021-04-29_2-1516788_S278_L002;2021-04-29;02-Int_West;Quebec;Interceptor;Fin de Reseau;Composite;
QC_02_cpTP24h_rawWW_2021-05-02_2-1516796_S286_L002;2021-05-02;02-Int_West;Quebec;Interceptor;Fin de Reseau;Composite;
QC_03_2_PS72h_Filter_2021-04-26_2-1516577_S167_L002;2021-04-26;03.2-CHSLD_Charlesbourg_FirstManhole;Quebec;CHSLD;FirstManhole;Composite;
QC_04_grb_rawWW_13-04-2021_Archive_2-1350902_S380_L002;13-04-2021;04-Beauport_Charlesbourg;Quebec;Residential;Beauport_Charlesbourg;Grab;
QC_04_grb_rawWW_15-04-2021_2-1350904_S382_L002;15-04-2021;04-Beauport_Charlesbourg;Quebec;Residential;Beauport_Charlesbourg;Grab;
QC_04_grb_rawWW_16-04-2021_2-1350848_S376_L002;16-04-2021;04-Beauport_Charlesbourg;Quebec;Residential;Beauport_Charlesbourg;Grab;
QC_04_grb_rawWW_17-04-2021_2-1350844_S372_L002;17-04-2021;04-Beauport_Charlesbourg;Quebec;Residential;Beauport_Charlesbourg;Grab;
QC_04_grb_rawWW_18-04-2021_2-1350840_S368_L002;18-04-2021;04-Beauport_Charlesbourg;Quebec;Residential;Beauport_Charlesbourg;Grab;
QC_04_grb_rawWW_19-04-2021_2-1350836_S364_L002;19-04-2021;04-Beauport_Charlesbourg;Quebec;Residential;Beauport_Charlesbourg;Grab;
QC_04_grb_rawWW_2021-04-20_2-1516568_S158_L002;2021-04-20;04-Beauport_Charlesbourg;Quebec;Residential;Beauport_Charlesbourg;Grab;
QC_04_grb_rawWW_2021-04-21_2-1516571_S161_L002;2021-04-21;04-Beauport_Charlesbourg;Quebec;Residential;Beauport_Charlesbourg;Grab;
QC_04_grb_rawWW_2021-04-22_2-1516575_S165_L002;2021-04-22;04-Beauport_Charlesbourg;Quebec;Residential;Beauport_Charlesbourg;Grab;
QC_04_grb_rawWW_2021-04-23_2-1516580_S170_L002;2021-04-23;04-Beauport_Charlesbourg;Quebec;Residential;Beauport_Charlesbourg;Grab;
QC_04_grb_rawWW_2021-04-23_2-1516584_S174_L002;2021-04-23;04-Beauport_Charlesbourg;Quebec;Residential;Beauport_Charlesbourg;Grab;
QC_04_grb_rawWW_2021-04-23_2-1516588_S178_L002;2021-04-23;04-Beauport_Charlesbourg;Quebec;Residential;Beauport_Charlesbourg;Grab;
QC_04_grb_rawWW_2021-04-26_2-1516592_S182_L002;2021-04-26;04-Beauport_Charlesbourg;Quebec;Residential;Beauport_Charlesbourg;Grab;
QC_04_grb_rawWW_2021-04-27_2-1516596_S186_L002;2021-04-27;04-Beauport_Charlesbourg;Quebec;Residential;Beauport_Charlesbourg;Grab;
QC_04_grb_rawWW_2021-04-28_2-1516600_S190_L002;2021-04-28;04-Beauport_Charlesbourg;Quebec;Residential;Beauport_Charlesbourg;Grab;
QC_04_grb_rawWW_2021-04-30_2-1516791_S281_L002;2021-04-30;04-Beauport_Charlesbourg;Quebec;Residential;Beauport_Charlesbourg;Grab;
QC_04_grb_rawWW_2021-05-01_2-1516794_S284_L002;2021-05-01;04-Beauport_Charlesbourg;Quebec;Residential;Beauport_Charlesbourg;Grab;
QC_04_grb_rawWW_2021-05-02_2-1516797_S287_L002;2021-05-02;04-Beauport_Charlesbourg;Quebec;Residential;Beauport_Charlesbourg;Grab;
QC_05_grb_rawWW_13-04-2021_Archive_2-1350901_S379_L002;13-04-2021;05-Maizerets;Quebec;Residential;Maizerets;Grab;
QC_05_grb_rawWW_15-04-2021_2-1350903_S381_L002;15-04-2021;05-Maizerets;Quebec;Residential;Maizerets;Grab;
QC_05_grb_rawWW_16-04-2021_2-1350847_S375_L002;16-04-2021;05-Maizerets;Quebec;Residential;Maizerets;Grab;
QC_05_grb_rawWW_17-04-2021_2-1350843_S371_L002;17-04-2021;05-Maizerets;Quebec;Residential;Maizerets;Grab;
QC_05_grb_rawWW_18-04-2021_2-1350839_S367_L002;18-04-2021;05-Maizerets;Quebec;Residential;Maizerets;Grab;
QC_05_grb_rawWW_19-04-2021_2-1350835_S363_L002;19-04-2021;05-Maizerets;Quebec;Residential;Maizerets;Grab;
QC_05_grb_rawWW_2021-04-21_2-1516572_S162_L002;2021-04-21;05-Maizerets;Quebec;Residential;Maizerets;Grab;
QC_05_grb_rawWW_2021-04-22_2-1516576_S166_L002;2021-04-22;05-Maizerets;Quebec;Residential;Maizerets;Grab;
QC_05_grb_rawWW_2021-04-23_2-1516581_S171_L002;2021-04-23;05-Maizerets;Quebec;Residential;Maizerets;Grab;
QC_05_grb_rawWW_2021-04-23_2-1516585_S175_L002;2021-04-23;05-Maizerets;Quebec;Residential;Maizerets;Grab;
QC_05_grb_rawWW_2021-04-23_2-1516589_S179_L002;2021-04-23;05-Maizerets;Quebec;Residential;Maizerets;Grab;
QC_05_grb_rawWW_2021-04-26_2-1516593_S183_L002;2021-04-26;05-Maizerets;Quebec;Residential;Maizerets;Grab;
QC_05_grb_rawWW_2021-04-27_2-1516597_S187_L002;2021-04-27;05-Maizerets;Quebec;Residential;Maizerets;Grab;
QC_05_grb_rawWW_2021-04-28_2-1516651_S191_L002;2021-04-28;05-Maizerets;Quebec;Residential;Maizerets;Grab;
QC_05_grb_rawWW_2021-04-29_2-1516789_S279_L002;2021-04-29;05-Maizerets;Quebec;Residential;Maizerets;Grab;
QC_05_grb_rawWW_2021-04-30_2-1516792_S282_L002;2021-04-30;05-Maizerets;Quebec;Residential;Maizerets;Grab;
QC_05_grb_rawWW_2021-05-02_2-1516798_S288_L002;2021-05-02;05-Maizerets;Quebec;Residential;Maizerets;Grab;
Qc_10_19-01-2021_West_2-1339139_S145_L002;19-01-2021;02-Int_West;Quebec;Interceptor;Fin de Reseau;Composite;
Qc_11_20-01-2021_East_2-1339140_S146_L002;20-01-2021;01-Int_East;Quebec;Interceptor;Fin de Reseau;Composite;
Qc_12_20-01-2021_West_2-1339141_S147_L002;20-01-2021;02-Int_West;Quebec;Interceptor;Fin de Reseau;Composite;
Qc_13_21-01-2021_East_2-1339142_S148_L002;21-01-2021;01-Int_East;Quebec;Interceptor;Fin de Reseau;Composite;
Qc_14_21-01-2021_West_2-1339143_S149_L002;21-01-2021;02-Int_West;Quebec;Interceptor;Fin de Reseau;Composite;
Qc_15_25-01-2021_East_2-1339144_S150_L002;25-01-2021;01-Int_East;Quebec;Interceptor;Fin de Reseau;Composite;
Qc_16_25-01-2021_West_2-1339145_S151_L002;25-01-2021;02-Int_West;Quebec;Interceptor;Fin de Reseau;Composite;
Qc_17_26-01-2021_East_2-1339146_S152_L002;26-01-2021;01-Int_East;Quebec;Interceptor;Fin de Reseau;Composite;
Qc_18_26-01-2021_West_2-1339147_S153_L002;26-01-2021;02-Int_West;Quebec;Interceptor;Fin de Reseau;Composite;
Qc_19_27-01-2021_East_2-1339148_S154_L002;27-01-2021;01-Int_East;Quebec;Interceptor;Fin de Reseau;Composite;
Qc_20_27-01-2021_West_2-1339149_S155_L002;27-01-2021;02-Int_West;Quebec;Interceptor;Fin de Reseau;Composite;
Qc_21_28-01-2021_East_2-1339150_S156_L002;28-01-2021;01-Int_East;Quebec;Interceptor;Fin de Reseau;Composite;
Qc_22_28-01-2021_West_2-1339201_S157_L002;28-01-2021;02-Int_West;Quebec;Interceptor;Fin de Reseau;Composite;
Qc_23_29-01-2021_East_2-1339202_S158_L002;29-01-2021;01-Int_East;Quebec;Interceptor;Fin de Reseau;Composite;
Qc_24_29-01-2021_West_2-1339203_S159_L002;29-01-2021;02-Int_West;Quebec;Interceptor;Fin de Reseau;Composite;
Qc_25_30-01-2021_East_2-1339204_S160_L002;30-01-2021;01-Int_East;Quebec;Interceptor;Fin de Reseau;Composite;
Qc_26_30-01-2021_West_2-1339205_S161_L002;30-01-2021;02-Int_West;Quebec;Interceptor;Fin de Reseau;Composite;
Qc_27_31-01-2021_East_2-1339206_S162_L002;31-01-2021;01-Int_East;Quebec;Interceptor;Fin de Reseau;Composite;
Qc_28_31-01-2021_West_2-1339207_S163_L002;31-01-2021;02-Int_West;Quebec;Interceptor;Fin de Reseau;Composite;
Qc_29_01-02-2021_East_2-1339208_S164_L002;01-02-2021;01-Int_East;Quebec;Interceptor;Fin de Reseau;Composite;
Qc_30_01-02-2021_West_2-1339209_S165_L002;01-02-2021;02-Int_West;Quebec;Interceptor;Fin de Reseau;Composite;
Qc_31_02-02-2021_East_2-1339210_S166_L002;02-02-2021;01-Int_East;Quebec;Interceptor;Fin de Reseau;Composite;
Qc_32_02-02-2021_West_2-1339211_S167_L002;02-02-2021;02-Int_West;Quebec;Interceptor;Fin de Reseau;Composite;
Qc_7_18-01-2021_East_2-1339136_S142_L002;18-01-2021;01-Int_East;Quebec;Interceptor;Fin de Reseau;Composite;
Qc_8_18-01-2021_West_2-1339137_S143_L002;18-01-2021;02-Int_West;Quebec;Interceptor;Fin de Reseau;Composite;
Qc_9_19-01-2021_East_2-1339138_S144_L002;19-01-2021;01-Int_East;Quebec;Interceptor;Fin de Reseau;Composite;
QC_East_cpTP24h_03-02-2021_RAW_2-1339340_S243_L002;03-02-2021;01-Int_East;Quebec;Interceptor;Fin de Reseau;Composite;
QC_East_cpTP24h_04-02-2021_RAW_2-1339342_S245_L002;04-02-2021;01-Int_East;Quebec;Interceptor;Fin de Reseau;Composite;
QC_East_cpTP24h_05-02-2021_RAW_2-1339344_S247_L002;05-02-2021;01-Int_East;Quebec;Interceptor;Fin de Reseau;Composite;
QC_East_cpTP24h_06-02-2021_RAW_2-1339346_S249_L002;06-02-2021;01-Int_East;Quebec;Interceptor;Fin de Reseau;Composite;
QC_East_cpTP24h_07-02-2021_RAW_2-1339349_S252_L002;07-02-2021;01-Int_East;Quebec;Interceptor;Fin de Reseau;Composite;
QC_East_cpTP24h_08-02-2021_RAW_2-1339350_S253_L002;08-02-2021;01-Int_East;Quebec;Interceptor;Fin de Reseau;Composite;
QC_East_cpTP24h_09-02-2021_RAW_2-1339402_S255_L002;09-02-2021;01-Int_East;Quebec;Interceptor;Fin de Reseau;Composite;
QC_East_cpTP24h_10-02-2021_RAW_2-1339404_S257_L002;10-02-2021;01-Int_East;Quebec;Interceptor;Fin de Reseau;Composite;
QC_East_cpTP24h_11-02-2021_RAW_2-1339406_S259_L002;11-02-2021;01-Int_East;Quebec;Interceptor;Fin de Reseau;Composite;
QC_East_cpTP24h_12-02-2021_RAW_2-1339408_S261_L002;12-02-2021;01-Int_East;Quebec;Interceptor;Fin de Reseau;Composite;
QC_East_cpTP24h_13-02-2021_RAW_2-1339410_S263_L002;13-02-2021;01-Int_East;Quebec;Interceptor;Fin de Reseau;Composite;
QC_East_cpTP24h_14-02-2021_RAW_2-1339412_S265_L002;14-02-2021;01-Int_East;Quebec;Interceptor;Fin de Reseau;Composite;
QC_East_cpTP24h_15-02-2021_RAW_2-1339414_S267_L002;15-02-2021;01-Int_East;Quebec;Interceptor;Fin de Reseau;Composite;
QC_East_cpTP24h_16-02-2021_RAW_2-1339416_S269_L002;16-02-2021;01-Int_East;Quebec;Interceptor;Fin de Reseau;Composite;
QC_East_cpTP24h_17-02-2021_RAW_2-1339418_S271_L002;17-02-2021;01-Int_East;Quebec;Interceptor;Fin de Reseau;Composite;
QC_East_cpTP24h_18-02-2021_RAW_2-1339420_S273_L002;18-02-2021;01-Int_East;Quebec;Interceptor;Fin de Reseau;Composite;
QC_East_cpTP24h_19-02-2021_RAW_2-1339422_S275_L002;19-02-2021;01-Int_East;Quebec;Interceptor;Fin de Reseau;Composite;
QC_East_cpTP24h_20-02-2021_RAW_2-1339424_S277_L002;20-02-2021;01-Int_East;Quebec;Interceptor;Fin de Reseau;Composite;
QC_East_cpTP24h_21-02-2021_RAW_2-1339426_S279_L002;21-02-2021;01-Int_East;Quebec;Interceptor;Fin de Reseau;Composite;
QC_East_cpTP24h_22-02-2021_RAW_2-1339428_S281_L002;22-02-2021;01-Int_East;Quebec;Interceptor;Fin de Reseau;Composite;
QC_East_cpTP24h_23-02-2021_RAW_2-1339430_S283_L002;23-02-2021;01-Int_East;Quebec;Interceptor;Fin de Reseau;Composite;
QC_West_cpTP24h_03-02-2021_RAW_2-1339341_S244_L002;03-02-2021;02-Int_West;Quebec;Interceptor;Fin de Reseau;Composite;
QC_West_cpTP24h_04-02-2021_RAW_2-1339343_S246_L002;04-02-2021;02-Int_West;Quebec;Interceptor;Fin de Reseau;Composite;
QC_West_cpTP24h_05-02-2021_RAW_2-1339345_S248_L002;05-02-2021;02-Int_West;Quebec;Interceptor;Fin de Reseau;Composite;
QC_West_cpTP24h_06-02-2021_RAW_2-1339347_S250_L002;06-02-2021;02-Int_West;Quebec;Interceptor;Fin de Reseau;Composite;
QC_West_cpTP24h_07-02-2021_RAW_2-1339348_S251_L002;07-02-2021;02-Int_West;Quebec;Interceptor;Fin de Reseau;Composite;
QC_West_cpTP24h_08-02-2021_RAW_2-1339401_S254_L002;08-02-2021;02-Int_West;Quebec;Interceptor;Fin de Reseau;Composite;
QC_West_cpTP24h_09-02-2021_RAW_2-1339403_S256_L002;09-02-2021;02-Int_West;Quebec;Interceptor;Fin de Reseau;Composite;
QC_West_cpTP24h_10-02-2021_RAW_2-1339405_S258_L002;10-02-2021;02-Int_West;Quebec;Interceptor;Fin de Reseau;Composite;
QC_West_cpTP24h_11-02-2021_RAW_2-1339407_S260_L002;11-02-2021;02-Int_West;Quebec;Interceptor;Fin de Reseau;Composite;
QC_West_cpTP24h_12-02-2021_RAW_2-1339409_S262_L002;12-02-2021;02-Int_West;Quebec;Interceptor;Fin de Reseau;Composite;
QC_West_cpTP24h_13-02-2021_RAW_2-1339411_S264_L002;13-02-2021;02-Int_West;Quebec;Interceptor;Fin de Reseau;Composite;
QC_West_cpTP24h_14-02-2021_RAW_2-1339413_S266_L002;14-02-2021;02-Int_West;Quebec;Interceptor;Fin de Reseau;Composite;
QC_West_cpTP24h_15-02-2021_RAW_2-1339415_S268_L002;15-02-2021;02-Int_West;Quebec;Interceptor;Fin de Reseau;Composite;
QC_West_cpTP24h_16-02-2021_RAW_2-1339417_S270_L002;16-02-2021;02-Int_West;Quebec;Interceptor;Fin de Reseau;Composite;
QC_West_cpTP24h_17-02-2021_RAW_2-1339419_S272_L002;17-02-2021;02-Int_West;Quebec;Interceptor;Fin de Reseau;Composite;
QC_West_cpTP24h_18-02-2021_RAW_2-1339421_S274_L002;18-02-2021;02-Int_West;Quebec;Interceptor;Fin de Reseau;Composite;
QC_West_cpTP24h_19-02-2021_RAW_2-1339423_S276_L002;19-02-2021;02-Int_West;Quebec;Interceptor;Fin de Reseau;Composite;
QC_West_cpTP24h_20-02-2021_RAW_2-1339425_S278_L002;20-02-2021;02-Int_West;Quebec;Interceptor;Fin de Reseau;Composite;
QC_West_cpTP24h_21-02-2021_RAW_2-1339427_S280_L002;21-02-2021;02-Int_West;Quebec;Interceptor;Fin de Reseau;Composite;
QC_West_cpTP24h_22-02-2021_RAW_2-1339429_S282_L002;22-02-2021;02-Int_West;Quebec;Interceptor;Fin de Reseau;Composite;
QC_West_cpTP24h_23-02-2021_RAW_2-1339431_S284_L002;23-02-2021;02-Int_West;Quebec;Interceptor;Fin de Reseau;Composite;
QC-N-28-POS_2-1338643_S95_L002;;;Quebec;;;;
QC-WW-N-1_2-1338616_S68_L002;;;Quebec;;;;
QC-WW-N-10_2-1338625_S77_L002;;;Quebec;;;;
QC-WW-N-11_2-1338626_S78_L002;;;Quebec;;;;
QC-WW-N-12_2-1338627_S79_L002;;;Quebec;;;;
QC-WW-N-13_2-1338628_S80_L002;;;Quebec;;;;
QC-WW-N-14_2-1338629_S81_L002;;;Quebec;;;;
QC-WW-N-15_2-1338630_S82_L002;;;Quebec;;;;
QC-WW-N-16_2-1338631_S83_L002;;;Quebec;;;;
QC-WW-N-17_2-1338632_S84_L002;;;Quebec;;;;
QC-WW-N-18_2-1338633_S85_L002;;;Quebec;;;;
QC-WW-N-19_2-1338634_S86_L002;;;Quebec;;;;
QC-WW-N-2_2-1338617_S69_L002;;;Quebec;;;;
QC-WW-N-20_2-1338635_S87_L002;;;Quebec;;;;
QC-WW-N-21_2-1338636_S88_L002;;;Quebec;;;;
QC-WW-N-22_2-1338637_S89_L002;;;Quebec;;;;
QC-WW-N-23_2-1338638_S90_L002;;;Quebec;;;;
QC-WW-N-3_2-1338618_S70_L002;;;Quebec;;;;
QC-WW-N-4_2-1338619_S71_L002;;;Quebec;;;;
QC-WW-N-5_2-1338620_S72_L002;;;Quebec;;;;
QC-WW-N-6_2-1338621_S73_L002;;;Quebec;;;;
QC-WW-N-7_2-1338622_S74_L002;;;Quebec;;;;
QC-WW-N-8_2-1338623_S75_L002;;;Quebec;;;;
QC-WW-N-9_2-1338624_S76_L002;;;Quebec;;;;
NegCtrl_RT_SARS_WWPMO_009_2-1658292_S98_L002;;;;;;;
NegCtrl_RT_SARS_WWPMO_010_2-1658488_S194_L002;;;;;;;
NegCtrl_RT_SARS_WWPMO_011_2-1658876_S382_L002;;;;;;;
PosCtrl_AccucDNA_SARS_WWPMO_009_2-1658291_S97_L002;;;;;;;
PosCtrl_AccucDNA_SARS_WWPMO_010_2-1658487_S193_L002;;;;;;;
PosCtrl_AccucDNA_SARS_WWPMO_011_2-1658687_S293_L002;;;;;;;
PosCtrl_AccuRNA_SARS_WWPMO_009_2-1658294_S100_L002;;;;;;;
PosCtrl_AccuRNA_SARS_WWPMO_010_2-1658490_S196_L002;;;;;;;
PosCtrl_AccuRNA_SARS_WWPMO_011_2-1658878_S384_L002;;;;;;;
PosCtrl_LSPQ_SARS_WWPMO_009_2-1658293_S99_L002;;;;;;;
PosCtrl_LSPQ_SARS_WWPMO_010_2-1658489_S195_L002;;;;;;;
PosCtrl_LSPQ_SARS_WWPMO_011_2-1658877_S383_L002;;;;;;;
LVL_01_cpTP24h_rawWW_06-02-2021_2-1658563_S219_L002;2021-06-02;01-A_Auteuil;Laval;WW treatment plant;Auteuil;Composite;
LVL_01_cpTP24h_rawWW_06-03-2021_2-1658566_S222_L002;2021-06-03;01-A_Auteuil;Laval;WW treatment plant;Auteuil;Composite;
LVL_01_cpTP24h_rawWW_06-06-2021_2-1658572_S228_L002;2021-06-06;01-A_Auteuil;Laval;WW treatment plant;Auteuil;Composite;
LVL_01_cpTP24h_rawWW_06-10-2021_2-1658580_S236_L002;2021-06-10;01-A_Auteuil;Laval;WW treatment plant;Auteuil;Composite;
LVL_01_cpTP24h_rawWW_06-13-2021_2-1658584_S240_L002;2021-06-13;01-A_Auteuil;Laval;WW treatment plant;Auteuil;Composite;
LVL_01_cpTP24h_rawWW_06-15-2021_2-1658586_S242_L002;2021-06-15;01-A_Auteuil;Laval;WW treatment plant;Auteuil;Composite;
LVL_01_cpTP24h_rawWW_06-27-2021_2-1658651_S257_L002;2021-06-27;01-A_Auteuil;Laval;WW treatment plant;Auteuil;Composite;
LVL_01_cpTP24h_rawWW_2021-05-18_2-1658658_S264_L002;2021-05-18;01-A_Auteuil;Laval;WW treatment plant;Auteuil;Composite;
LVL_01_cpTP24h_rawWW_2021-05-27_2-1658669_S275_L002;2021-05-27;01-A_Auteuil;Laval;WW treatment plant;Auteuil;Composite;
LVL_01_cpTP24h_rawWW_2021-05-31_2-1658672_S278_L002;2021-05-31;01-A_Auteuil;Laval;WW treatment plant;Auteuil;Composite;
LVL_01_cpTP24h_rawWW_2021-06-01_2-1658675_S281_L002;2021-06-01;01-A_Auteuil;Laval;WW treatment plant;Auteuil;Composite;
LVL_02_cpTP24h_rawWW_06-02-2021_2-1658562_S218_L002;2021-06-02;02-B_Fabreville;Laval;WW treatment plant;Fabreville;Composite;
LVL_02_cpTP24h_rawWW_06-03-2021_2-1658567_S223_L002;2021-06-03;02-B_Fabreville;Laval;WW treatment plant;Fabreville;Composite;
LVL_02_cpTP24h_rawWW_06-08-2021_2-1658573_S229_L002;2021-06-08;02-B_Fabreville;Laval;WW treatment plant;Fabreville;Composite;
LVL_02_cpTP24h_rawWW_06-09-2021_2-1658577_S233_L002;2021-06-09;02-B_Fabreville;Laval;WW treatment plant;Fabreville;Composite;
LVL_02_cpTP24h_rawWW_06-10-2021_2-1658578_S234_L002;2021-06-10;02-B_Fabreville;Laval;WW treatment plant;Fabreville;Composite;
LVL_02_cpTP24h_rawWW_06-11-2021_2-1658581_S237_L002;2021-06-11;02-B_Fabreville;Laval;WW treatment plant;Fabreville;Composite;
LVL_02_cpTP24h_rawWW_06-15-2021_2-1658585_S241_L002;2021-06-15;02-B_Fabreville;Laval;WW treatment plant;Fabreville;Composite;
LVL_02_cpTP24h_rawWW_06-16-2021_2-1658587_S243_L002;2021-06-16;02-B_Fabreville;Laval;WW treatment plant;Fabreville;Composite;
